Track Name,Artist Name,Track ID,Album ID,Artist ID,Genre,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Key,Time Signature,Mode,Duration (ms),Popularity
The Race,Tay-K,3wGXyJGsCf1myH5MooQIqE,1S7KWH0szrqutOvzsqxiBv,2ODbg2404zUzTi02qIPEjB,punk,0.766,0.606,-6.064,0.456,0.00266,0,0.166,0.352,160.223,9,4,1,140000,70
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,6wWaVoUOzLQJHd3bWAUpdZ,2yXnY2NiaZk9QiJJittS81,5f7VJjfbwm532GiveGC0ZK,punk,0.753,0.686,-5.415,0.284,0.0677,0,0.193,0.886,132.055,1,4,0,194732,70
High Horse,nobigdyl.,5hPgfd19AfMRGizdZ7w6V4,5Li2pcnasHA2VxT597H9IT,2d8NsBa8O4C6bgQatFP5V4,punk,0.838,0.594,-5.644,0.0931,0.054,1.86e-06,0.0903,0.173,119.92,11,4,0,225191,28
Baby,Quality Control,2nKYHpmwjLaEOXS3o7QMiz,0ssH9wMngti9j73Rb9kcfO,6i392l38cR3uBPF0DbNs7S,punk,0.97,0.463,-7.259,0.366,0.0957,0,0.151,0.46,108.003,10,4,1,142417,63
NO EVIDENCE,Comethazine,2oVWxQ0ZVVhNELBGi30Zhe,2s6B6IjL7Y4CHeDfqSm02s,1iJdyDcY98X3GMnUesl7tf,punk,0.665,0.741,-6.56,0.244,0.0637,0,0.0846,0.505,98.718,8,4,1,116954,42
Project Dreams,Marshmello,6GSkLS2y4ZnnZsuRAj975K,4mKWtSdQVrmWzY0d3fLBTR,64KEffDW9EtZ1y2vBYgq8T,punk,0.78,0.828,-2.235,0.237,0.409,0,0.104,0.786,160.113,8,4,1,167898,69
Green Light,Lil Durk,1UoAvdzaFG3YpMUCwfdIii,2on4MsaadD3GhX1Z9kbZxl,3hcs9uc56yIGFCSy9leWe7,punk,0.806,0.825,-4.401,0.262,0.0198,0,0.102,0.613,145.89,10,4,0,142982,33
Pop Out (feat. Lil Tjay),Polo G,6uFn47ACjqYkc0jADwEdj1,26ztFK3E69j5THJQdyxC5w,6AgTAQt8XS6jRWi4sX7w49,punk,0.772,0.639,-7.119,0.467,0.15,0,0.0698,0.261,168.112,1,4,1,166560,80
BOP,DaBaby,6Ozh9Ok6h4Oi1wUSLtBseN,1NsTSXjVNE7XmZ8PmyW0wl,4r63FhuTkUYltbVAg5TQnk,punk,0.769,0.787,-3.909,0.367,0.189,0,0.129,0.836,126.77,11,4,1,159715,80
"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)",DaBaby,0WoAkdHmgPmEXfiBox1flk,1NsTSXjVNE7XmZ8PmyW0wl,4r63FhuTkUYltbVAg5TQnk,punk,0.676,0.664,-4.435,0.343,0.0387,0,0.0475,0.838,161.867,8,4,1,214893,53
XXL,DaBaby,4LH1gsNA3wUS6QKkGZoJN8,1NsTSXjVNE7XmZ8PmyW0wl,4r63FhuTkUYltbVAg5TQnk,punk,0.914,0.655,-5.333,0.294,0.00245,0,0.0817,0.705,143.975,6,4,0,153863,56
Hot (feat. Gunna),Young Thug,5Z8HZM6iQMhhqyPcCGY5g9,1bnHPO4dKK7IjvgrtVBcQh,50co4Is1HCEo8bhOyUWKpn,punk,0.855,0.651,-8.044,0.235,0.063,0,0.0772,0.559,111.997,0,4,0,193027,74
Bandit (with YoungBoy Never Broke Again),Juice WRLD,6Gg1gjgKi2AK4e0qzsR7sd,3t6Z2qoBVCS4NHNI25XECH,4MCBfE4596Uoi2O4DtmEMz,punk,0.474,0.631,-5.884,0.343,0.0687,0,0.132,0.425,180.051,5,4,0,189323,81
The Box,Roddy Ricch,0nbXyq5TXYPCO7pr3N8S4I,52u4anZbHd6UInnmHRFzba,757aE44tKEUQEqRuT6GnEB,punk,0.896,0.586,-6.687,0.0559,0.104,0,0.79,0.642,116.971,10,4,0,196653,84
Lucid Dreams,Juice WRLD,285pBltuF7vW8TeWk8hdRR,6tkjU4Umpo79wwkgPMV3nZ,4MCBfE4596Uoi2O4DtmEMz,punk,0.511,0.566,-7.23,0.2,0.349,0,0.34,0.218,83.903,6,4,0,239836,85
DO DAT (feat. DaBaby & Lil Baby),Stunna 4 Vegas,6eluAsb2ONjZ6tXFp062LZ,3o5M2OXfUVRsUFrd7u4a5K,44IvvHRk2XF243QLA2VOa8,punk,0.887,0.601,-6.301,0.434,0.0212,0,0.184,0.694,134.91,1,3,1,175653,53
UP THE SMOKE (with Offset),Stunna 4 Vegas,3faAAUxohrxqYhPlneZ3XV,3o5M2OXfUVRsUFrd7u4a5K,44IvvHRk2XF243QLA2VOa8,punk,0.899,0.735,-7.719,0.4,0.0506,0,0.15,0.884,143.001,4,4,1,188107,63
Ja Morant,Montana of 300,22glCCgxUEOXHt7atdQ94x,2PjODIcRSfhxC3P1ZjF0gb,74dMZMvy8P27oPqnprnvBb,punk,0.685,0.641,-6.33,0.168,0.00213,0,0.205,0.417,136.975,1,4,1,173615,30
Invincible,Pop Smoke,4lCSOu4tsSlljiQUlWJYVt,5NTOvCGu7HT4DgJGLXtKUU,0eDvMgVFoNV3TpwtrVCoTj,punk,0.731,0.734,-5.652,0.273,0.127,0,0.268,0.625,142.983,11,4,0,127547,58
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1H7KnK26kc1YyellpbINEn,7e7t0MCrNDcJZsPwUKjmOc,0eDvMgVFoNV3TpwtrVCoTj,punk,0.49,0.618,-5.655,0.104,0.0221,3.77e-06,0.259,0.286,99.7,1,4,1,201600,79
Aim For The Moon (feat. Quavo),Pop Smoke,6O7fPYTsb2mY0PiFt2ymDB,7e7t0MCrNDcJZsPwUKjmOc,0eDvMgVFoNV3TpwtrVCoTj,punk,0.713,0.605,-7.487,0.107,0.497,3.46e-06,0.115,0.432,142.025,11,4,1,175756,66
PICK UP (feat. Quavo),DaBaby,5gNOINI5dXZVom2b36LMOd,623PL2MBg50Br5dLXC9E9e,4r63FhuTkUYltbVAg5TQnk,punk,0.915,0.612,-4.535,0.407,0.0944,0,0.115,0.758,129.93,1,4,1,118547,64
DROP (feat. A Boogie wit da Hoodie & London On Da Track),DaBaby,5rFGVn8fCFjnRwCebW0XbS,623PL2MBg50Br5dLXC9E9e,4r63FhuTkUYltbVAg5TQnk,punk,0.833,0.589,-6.384,0.231,0.121,0,0.299,0.536,96.455,9,4,0,149613,54
33,Polo G,2iW6Hb6kfrz2K7EhPibFiq,39xhYyNNDatQtgKw2KdXMz,6AgTAQt8XS6jRWi4sX7w49,punk,0.732,0.462,-10.191,0.406,0.126,0,0.12,0.117,180.067,5,4,0,170057,67
4x (feat. Stunna 4 Vegas),DaBaby,7MNafieQviBWZ8lEtSf8nS,6L2X9oAs6pLMweH6pSpfTT,4r63FhuTkUYltbVAg5TQnk,punk,0.887,0.756,-3.909,0.238,0.0805,0,0.337,0.574,130.168,1,4,1,140973,50
Sum 2 Prove,Lil Baby,2u3EyuCqqV31woqGvO9LBz,7KPtAktRGrVjy0QV3MXnZk,5f7VJjfbwm532GiveGC0ZK,punk,0.823,0.552,-7.57,0.324,0.0174,0,0.122,0.418,124.038,4,4,0,205760,72
No Matter What,Polo G,4dKe8YJZg545pXqWBksYIe,39xhYyNNDatQtgKw2KdXMz,6AgTAQt8XS6jRWi4sX7w49,punk,0.539,0.705,-6.89,0.284,0.111,0,0.093,0.456,83.367,11,4,1,199458,59
Brothers (feat. Lil Durk) - Remix,Lil Tjay,2wUwC1gBJIC05JH87v2hgN,1bCBZ8LedqwVYOLDLrRbbY,6jGMq4yGs7aQzuGsMgVgZR,punk,0.688,0.489,-7.627,0.173,0.619,0,0.153,0.559,85.404,2,5,0,210120,66
Lord Knows (feat. Tory Lanez),Meek Mill,57hCSu4zMTdnSum7NBL1Ye,2O3OKOYCub892PUGprsaQo,20sxb77xiYeusSH8cVdatc,punk,0.434,0.695,-7.464,0.485,0.0168,0,0.834,0.16,167.309,10,4,0,318840,61
Get Money,Lil Baby,3UyjIh2AKIz5mzjzcwDfP2,6uhEg4ASZYLIilZFCBFy1r,5f7VJjfbwm532GiveGC0ZK,punk,0.559,0.684,-6.009,0.232,0.0342,0,0.162,0.249,150.059,6,4,0,167916,54
ATM,J. Cole,2UciqgwVDwro0fev3MFbxJ,4Wv5UAieM1LDEYVq5WmqDd,6l3HvQ5sa6mXTsMTB19rO5,punk,0.772,0.498,-7.661,0.649,0.115,0,0.0898,0.351,81.817,8,4,1,216727,66
MIDDLE CHILD,J. Cole,2JvzF1RMd7lE3KmFlsyZD8,3XzSOIE6zGLliuqsVGLmUc,6l3HvQ5sa6mXTsMTB19rO5,punk,0.837,0.364,-11.713,0.276,0.149,0,0.271,0.463,123.984,8,4,1,213594,80
No Role Modelz,J. Cole,62vpWI1CHwFy7tMIcSStl8,7viNUmZZ8ztn2UB4XB3jIL,6l3HvQ5sa6mXTsMTB19rO5,punk,0.692,0.521,-8.465,0.33,0.301,0,0.0565,0.463,100.45,10,4,0,292987,85
XO Tour Llif3,Lil Uzi Vert,7GX5flRQZVHRAGd6B4TmDO,733e1ZfktLSwj96X5rsMeE,4O15NlyKLIASxsJ0PrXPfz,punk,0.732,0.75,-6.366,0.231,0.00264,0,0.109,0.401,155.096,11,4,0,182707,83
Baby Pluto,Lil Uzi Vert,7hav1MHURQf5SAoPk0egqh,7IyoGB8J31fvQDwGtHAq9m,4O15NlyKLIASxsJ0PrXPfz,punk,0.772,0.634,-6.101,0.212,0.135,0,0.432,0.671,160.052,10,4,0,210261,69
Silly Watch,Lil Uzi Vert,5egD7A5x9AHdVO2fMo3Wbo,7IyoGB8J31fvQDwGtHAq9m,4O15NlyKLIASxsJ0PrXPfz,punk,0.903,0.535,-6.238,0.286,0.0298,0,0.0851,0.157,130.117,8,4,1,195692,66
Yes Indeed,Lil Baby,6vN77lE9LK6HP2DewaN6HZ,7yf9ZJyHRbp8sHtpDKfPpt,5f7VJjfbwm532GiveGC0ZK,punk,0.963,0.346,-9.309,0.53,0.0355,0,0.108,0.562,119.957,5,4,0,142273,79
Outside Today,YoungBoy Never Broke Again,3sA7HKGzcKTVscdiTCrWpX,1xFoRn9DxZXwPjEdGnw800,7wlFDEWiM5OoIAt8RSli8b,punk,0.851,0.666,-5.334,0.0694,0.139,0,0.105,0.0585,134.068,11,4,0,129105,67
Traumatized,YoungBoy Never Broke Again,22DZ17SmXzOfWbsCH4gWvy,1xFoRn9DxZXwPjEdGnw800,7wlFDEWiM5OoIAt8RSli8b,punk,0.716,0.737,-5.816,0.409,0.529,2.64e-06,0.102,0.657,73.968,3,4,0,128108,51
Solar Eclipse,YoungBoy Never Broke Again,0Jr4zQh5i3vrKFEcXrhhxl,1xFoRn9DxZXwPjEdGnw800,7wlFDEWiM5OoIAt8RSli8b,punk,0.671,0.775,-3.969,0.0667,0.203,0,0.223,0.331,148.195,10,4,0,227060,59
M.... She Wrote,Tay-K,1WRzux3cJRM9xRNN99QKgR,1S7KWH0szrqutOvzsqxiBv,2ODbg2404zUzTi02qIPEjB,punk,0.777,0.707,-4.85,0.286,0.28,0,0.0749,0.614,159.662,9,4,0,112000,66
Love Scars,Trippie Redd,0AICBlLzFCTpUqmAbtzB2z,7ae73nWyKrrH9wwGm97RIA,6Xgp2XMz1fhVYe7i6yNAax,punk,0.659,0.614,-7.32,0.0541,0.000404,0,0.123,0.26,119.405,9,4,0,143969,73
YuNg BrAtZ,XXXTENTACION,2ooF4088y5L72c4YTEJQoB,3vpXJ54S3MXLyzysw8qq7c,15UsOTVnJzReFVN1VCnxy4,punk,0.755,0.695,-5.963,0.26,0.0179,0,0.107,0.493,128.063,9,4,1,101851,75
Shoota (feat. Lil Uzi Vert),Playboi Carti,2BJSMvOGABRxokHKB0OI8i,7dAm8ShwJLFm9SaJ6Yc58O,699OTQXzgjhIYAHMy9RyPD,punk,0.673,0.649,-8.433,0.196,0.188,0,0.122,0.47,153.075,1,4,0,153800,79
SWITCH IT UP | ZWITCH 1T UP,Denzel Curry,7oopoWQa0jicMSf9SFtxMK,6idVoBWP2mt1qoMtASm3gc,6fxyWrfmjcbj5d12gXeiNV,punk,0.567,0.723,-5.33,0.29,0.0121,0,0.264,0.272,128.463,9,4,0,175907,52
CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,0UgavZ34yLBu8LtA6Bwxch,4u0jcVRikLvkom61PUG1j7,6fxyWrfmjcbj5d12gXeiNV,punk,0.794,0.448,-4.771,0.0539,0.591,0,0.109,0.588,120.055,10,4,0,231333,50
Love Sosa,Chief Keef,4IowQDUOzUvNtp72HMDcKO,6VML3yX1WR5pXtg6fmwdzZ,15iVAtD3s3FsQR4w1v6M0P,punk,0.772,0.413,-8.193,0.089,0.0361,0,0.111,0.211,131.965,0,4,0,246213,76
Poles 1469,Trippie Redd,4fC5jw1TI59GH1emfN1wtk,7ae73nWyKrrH9wwGm97RIA,6Xgp2XMz1fhVYe7i6yNAax,punk,0.741,0.761,-3.871,0.0512,0.235,0,0.119,0.217,81.543,4,4,0,149576,66
Time Bomb,Rancid,7goMqXhydyyhmWdPxLTm7E,6feZP86NoM6P0UHuRLpJCx,6xTk3EK5T9UzudENVvu9YB,punk,0.646,0.962,-4.862,0.0536,0.138,0,0.471,0.961,164.79,9,4,1,144333,0
Dammit,blink-182,6WkSUgo1VdpzgtiXKlFPcY,2CoVyQi2zIifUNBcVR0gEH,6FBDaR13swtiWwGhX1WQsP,punk,0.426,0.972,-5.122,0.0954,0.0017,0,0.171,0.341,111.221,0,4,1,165373,66
Self-Esteem,The Offspring,4u4KpbgVzzF62uoOItsEiG,05KCErQSjTlYICS9KJJocl,5LfGQac0EIXyAN8aUwmNAQ,punk,0.482,0.932,-3.463,0.0594,0.0407,0,0.358,0.702,104.532,0,4,1,257827,0
Fat Lip,Sum 41,4dzOxPZFYX77xpMwv4EhnO,47wh50aG3MIgDpsMe5B7n7,0qT79UgT5tY4yudH9VfsdT,punk,0.405,0.91,-5.234,0.128,0.000499,0,0.0739,0.641,196.444,9,4,1,178267,0
American Jesus,Bad Religion,1sBxH9ZMMQ1dYlW3Ol18ae,3APHH6N4kDdP2T8bbrE5qo,2yJwXpWAQOOl5XFzbCxLs9,punk,0.388,0.948,-9.913,0.037,0.00782,0,0.331,0.68,181.648,9,4,0,197253,0
Savior,Rise Against,3asFGFY3uLjMDmML1p0tYm,3smHEWBKoqDUFuJrV8BCg1,6Wr3hh341P84m3EI8qdn9O,punk,0.339,0.931,-3.425,0.062,0.0015,0.000142,0.425,0.467,112.548,5,4,0,242280,67
Basket Case,Green Day,6L89mwZXSOwYl76YXfX13s,4uG8q3GPuWHQlRbswMIRS6,7oPftvlwr6VrsViSDV7fJY,punk,0.442,0.943,-3.205,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,3,4,1,181533,80
Fuck Authority,Pennywise,0xekz0DISgwV4pa1Gt3ui2,17s6WD0fjRtOzg0RrG7nSQ,6i0KVTOvm96T55mbp742ks,punk,0.45,0.937,-2.819,0.0504,0.000887,0.00457,0.379,0.791,101.922,5,4,0,196120,0
Linoleum,NOFX,16RLonBmK3BaWJnYRLUiyH,2BgiGyMKCFrdpVdYN2H8eK,4S2yOnmsWW97dT87yVoaSZ,punk,0.18,0.934,-8.699,0.115,3.32e-05,0.000551,0.0702,0.433,197.043,4,4,1,130267,0
Fall Back Down,Rancid,3B8sLBRLKcv0f5j3yUMXoU,6ocV8Pd9Go1Lrq4zGij58p,6xTk3EK5T9UzudENVvu9YB,punk,0.539,0.989,-1.865,0.0517,0.00177,0,0.131,0.52,104.076,4,4,1,223240,0
Thrash Unreal,Against Me!,3c3XnCPwxGhQEHFxxjQcWe,08IrBeiM2LU3HAqAaHQcQq,29lz7gs8edwnnfuXW4FhMl,punk,0.555,0.839,-3.583,0.0483,0.000114,0.0574,0.102,0.637,124.877,5,4,1,254200,57
What's My Age Again?,blink-182,5JZcX7TTLx4l0xFIXJ3DBt,5qt11cWjSs5Gbqj2Wyfu38,6FBDaR13swtiWwGhX1WQsP,punk,0.403,0.956,-7.376,0.0732,0.017,7.09e-05,0.0893,0.561,157.706,6,4,1,148573,0
The Kids Aren't Alright,The Offspring,4sQJXbtxwoKHG7PwMRJ0Ig,7rgq4mAjZOPGVJCRF56FU4,5LfGQac0EIXyAN8aUwmNAQ,punk,0.52,0.945,-4.197,0.0335,0.00599,4.97e-05,0.0495,0.807,99.603,1,4,1,179600,0
Mercy Me,Alkaline Trio,3lyGPUbSIXOuOWZ636okzu,52JNZxOp2MGW2HBXAg8TKr,1aEYCT7t18aM3VvM6y8oVR,punk,0.49,0.884,-5.335,0.0514,0.0174,0,0.381,0.84,162.124,9,4,1,169573,23
Prayer Of The Refugee,Rise Against,3wTyLh0vhP3dN5yv0Mti17,3gqiTbYCXF9p10eUbfqRLj,6Wr3hh341P84m3EI8qdn9O,punk,0.198,0.977,-3.499,0.173,0.00131,4.62e-05,0.23,0.351,195.795,3,4,0,199387,0
Miss Murder,AFI,0Ti2dlF2xLjXblvdU5fCxM,1XcA7EEpVRg3FpVbhWu9JV,19I4tYiChJoxEO5EuviXpz,punk,0.308,0.873,-4.542,0.0533,0.00022,0.000729,0.0974,0.686,143.519,8,4,1,206587,70
Superman,Goldfinger,6cL7NCFSvqWrBH5r4mkvVV,2Fhk8LPPX8d14HwEKjmJ1O,7sVQKNtdP2NylxMgbNOJMM,punk,0.436,0.935,-3.946,0.0538,0.000129,0.000141,0.0821,0.901,194.902,2,4,1,185600,56
Come Out and Play,The Offspring,5JJDu0Z5DKe7mR31MGksSg,7IDywTRaCI8qzS3X8tNU3x,5LfGQac0EIXyAN8aUwmNAQ,punk,0.519,0.77,-8.788,0.0809,0.0675,3.48e-06,0.0762,0.921,158.29,7,4,1,197800,71
I Was a Teenage Anarchist,Against Me!,52olXkCzKWjG0Lrmse0VT4,7jSQ5u9v6mbfD0PHgRnRPV,29lz7gs8edwnnfuXW4FhMl,punk,0.449,0.957,-3.487,0.0874,0.000775,0.00057,0.103,0.444,152.918,10,4,1,195160,0
The Boys of Summer,The Ataris,5BmagRD7Thki6O1zZwbxBy,6prPsuR3shSCqcxPB84dkg,3LC8PXXgk7YtAIobtjSdNi,punk,0.251,0.954,-2.879,0.0691,0.000674,0.000132,0.0975,0.264,191.059,6,4,1,258000,67
Ruby Soho,Rancid,6zOlYzDyJifRMxim69LoWj,596cCa6FfamS1WvGbIyFGl,6xTk3EK5T9UzudENVvu9YB,punk,0.505,0.938,-5.381,0.0432,0.0201,0.00218,0.177,0.961,161.842,7,4,1,157533,0
The Hell Song,Sum 41,1hPftDY3fsBXQuZvzShMYA,7yhuYfoxQIer3OcxPLfebA,0qT79UgT5tY4yudH9VfsdT,punk,0.363,0.937,-5.471,0.0795,0.000122,0.0275,0.274,0.67,173.395,8,4,0,198493,48
This Is the End (For You My Friend),Anti-Flag,1jvqZQtbBGK5GJCGT615ao,3B3gJszXnaDZMz8YVRZ1J2,30sqtiTKIb1oDve0SdYayT,punk,0.546,0.875,-3.631,0.0445,0.0205,0,0.0669,0.765,101.693,1,4,1,192067,57
All My Best Friends Are Metalheads,Less Than Jake,1hh4GY1zM7SUAyM3a2ziH5,2F9QXXQKnqqyzI1u4UK1Ss,20oQv3LStCKCjI9oQ0JNha,punk,0.582,0.91,-4.566,0.107,0.0755,1.03e-06,0.0992,0.733,92.179,4,4,1,211400,60
Re-Education (Through Labor),Rise Against,6xLlFIY9nuri5BR0Cp84ea,3smHEWBKoqDUFuJrV8BCg1,6Wr3hh341P84m3EI8qdn9O,punk,0.242,0.946,-3.388,0.102,0.000413,3.7e-05,0.132,0.341,147.589,11,4,1,222453,45
No Cigar,Millencolin,22klU94r0NFtx4cPO8KqHk,6s6ieD2MMDUSvXgiQThLwy,74xFFXkvOq9dPDigOWTHiX,punk,0.383,0.986,-2.796,0.0617,0.000287,0,0.179,0.578,157.871,9,4,1,163227,0
She's Got The Look,Guttermouth,0IPpDL2ZVlARtmACSzsXlc,4Dk0knMXOpCpQTyBstQS86,2zIenWuthqTgWumViRZCZV,punk,0.545,0.968,-3.773,0.0862,0.114,0,0.404,0.841,164.416,4,4,1,161800,49
Still Waiting,Sum 41,0jqK7sGTLsHPkQrrcrGuKD,2iOJEUCKJaYseov1qA8ot8,0qT79UgT5tY4yudH9VfsdT,punk,0.431,0.95,-4.918,0.26,0.00105,3.63e-05,0.272,0.56,191.936,7,4,1,158733,70
'Merican,Descendents,0IuIa71dOb2C3uDoQEKuyB,3DEvsQzhNH8gqgMfuIHJk6,1FGH4Bh7g9W6V4fUcKZWp5,punk,0.527,0.99,-4.084,0.103,0.0419,0,0.315,0.405,100.669,9,4,0,111200,0
Franco Un-American,NOFX,00AgttKx4gRJghhPETFrOE,0D6YPfv9u2JHdp1kiieR25,4S2yOnmsWW97dT87yVoaSZ,punk,0.559,0.89,-3.597,0.0682,0.0503,0,0.175,0.648,150.292,7,4,1,145467,0
Story of My Life,Social Distortion,4Q4w8aRdfhIIEhBututktL,46nX6hzuIb6wEia7OQ2viS,16nn7kCHPWIB6uK09GQCNI,punk,0.328,0.884,-7.982,0.0338,0.0676,0.0166,0.327,0.686,201.868,6,4,1,346333,61
21st Century [Digital Boy],Bad Religion,4vq6RWl0rFBoeSxDkdkUNh,5Rr6XWVvbdhuCASYFW0voM,2yJwXpWAQOOl5XFzbCxLs9,punk,0.513,0.944,-6.093,0.0378,0.00294,1.28e-06,0.0574,0.831,131.866,1,4,0,168040,0
Mexican Radio,Authority Zero,6mFRfprP5OTvr82GzGhHXJ,26DSJ5UgCat5UB3CPX7DlK,5CHcX5KtuSz5uo1p5fM3sz,punk,0.482,0.91,-4.946,0.0624,0.0126,1.2e-06,0.131,0.488,165.97,2,4,1,173493,50
Bro Hymn,Pennywise,4ksd5zvWtM0CHCyK1brHWL,4LzF6sy1xUugXQeDCCJEYQ,6i0KVTOvm96T55mbp742ks,punk,0.408,0.82,-5.116,0.0423,0.0118,6.58e-06,0.689,0.382,98.288,0,4,1,180893,0
Kemp,Millencolin,6hhXVmXQBECK7Z0DXrFb2U,5qZ4njkalSapPWr89gnwSn,74xFFXkvOq9dPDigOWTHiX,punk,0.431,0.991,-2.148,0.112,0.0055,0,0.561,0.308,135.301,6,4,0,206080,47
All I Want,The Offspring,05gqS78oJVqZIvIARimXjD,64RyxxJVh59dngYLJuKLnF,5LfGQac0EIXyAN8aUwmNAQ,punk,0.208,0.976,-3.346,0.151,0.00972,0,0.796,0.527,172.87,6,4,0,112507,0
I Was Wrong,Social Distortion,1Lpmme6uCsPJIdcbR5aePx,7GPvyPgZ8Nc4yqP4uPo3Rv,16nn7kCHPWIB6uK09GQCNI,punk,0.413,0.984,-3.404,0.0472,0.000434,0.0155,0.0939,0.405,122.024,3,4,1,237573,53
Turncoat,Anti-Flag,3fL2RGr1SAZT3wJObAEiDG,5BlPLttogJjVIU1Q05FhVS,30sqtiTKIb1oDve0SdYayT,punk,0.42,0.983,-2.013,0.117,0.00169,0.00016,0.104,0.689,193.303,5,4,1,130133,0
Drunken Lullabies,Flogging Molly,3nhJpxZXEQTsZwrDUihXQf,7tX0mFU6VBKjBXKJRv3jc5,5kQGFREO5FzMBMsAO3cEtj,punk,0.373,0.968,-4.229,0.0782,0.00132,0.0274,0.0848,0.847,156.02,7,4,1,230640,0
Dinosaurs Will Die,NOFX,4kRDPODRnN9Cbyrcg9qTkE,37hvw6OVfRLktCmFcU9zHE,4S2yOnmsWW97dT87yVoaSZ,punk,0.383,0.93,-4.999,0.0621,0.00145,0.00662,0.212,0.358,122.564,7,4,1,178573,50
Country Roads,Me First and the Gimme Gimmes,2sj6shokFZofFW0VaygHAA,6XrQBL1kxQZm6BoFtmAxAg,0cOVRC8EOwDwXrs3JTrRN5,punk,0.434,0.944,-5.762,0.0705,3.05e-05,0,0.332,0.558,132.653,9,4,1,130933,0
All My Friends Are Dead,Turbonegro,6iDnezR8vmo7aF7k2BsMzD,7tn2kS6On7umvcGfwSghDu,191rVxQbbZ05wcICUSvLkz,punk,0.275,0.98,-0.866,0.11,0.037,5.17e-06,0.0943,0.455,185.024,9,4,1,158427,0
Lean On Sheena,The Bouncing Souls,7IR7GUO0dUyUsBp7BfQ3vJ,3MF7PvmrMjEXGvA8fP3L6l,3mvTAjG7rcyk7DQzLwauzV,punk,0.491,0.866,-4.431,0.0583,0.16,0.000211,0.13,0.694,175.969,11,4,1,200787,53
Punk Rock And Roll,Street Dogs,2bwvIrD9qzR39vHHvYDasm,5MTaJz4tetHALsZ86ghDbC,0spqoVkfVzRyAPmA6ZY5F9,punk,0.362,0.987,-5.028,0.167,0.000516,0,0.346,0.52,195.063,4,4,1,154960,50
American Idiot,Green Day,6nTiIhLmQ3FWhvrGafw2zj,5dN7F9DV0Qg1XRdIgW8rke,7oPftvlwr6VrsViSDV7fJY,punk,0.38,0.988,-2.042,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,1,4,1,176346,79
Skate Or Die,Teenage Bottlerocket,174t68Pnn9wb1UgM7fCRmY,21hHTrVvbzGDVynkfFvxtm,0mGyXXKzoR5KAAh4Mkef2W,punk,0.483,0.98,-3.238,0.07,7.44e-05,0,0.0393,0.87,102.516,9,4,1,110827,0
Girl's Not Grey,AFI,6YjciGk65aCrZAXjaQVG6C,6JQ9zwAdq4egjtiRJ054kV,19I4tYiChJoxEO5EuviXpz,punk,0.389,0.905,-4.494,0.0354,0.00844,0.00016,0.124,0.672,121.836,8,4,0,190493,0
When Your Heart Stops Beating,+44,5ZNZUo9XYGFpax6jXZ0DIf,4F77DzCP9YCEKDzNgIOZ7v,7gkRNHOOt7QfhhXf0rEnmj,punk,0.417,0.967,-2.289,0.109,0.000367,0,0.0632,0.431,171.037,9,4,0,192787,0
May 16,Lagwagon,2C4ARHS1GUDDdaIpl7tAay,3HdX1uUHw9mVcadKNUMqow,66riGCPfih1Xqk81dDvpvf,punk,0.337,0.985,-4.675,0.0787,0.000409,0.00027,0.238,0.371,103.95,2,4,1,176960,0
Wild World,Me First and the Gimme Gimmes,66jV8hWqB055htIgQ2j7Ni,3PqM9z7i2KWX7ZXfuSMvGG,0cOVRC8EOwDwXrs3JTrRN5,punk,0.44,0.914,-4.766,0.0693,0.00185,0,0.047,0.406,93.391,1,4,0,150573,0
The Impression That I Get,The Mighty Mighty Bosstones,1ru5R5iSawvuMELqKXxLjS,5yBYSnmpRANjb99msqeCee,5uYXMC13cIUulobh204QuK,punk,0.418,0.945,-5.406,0.118,0.0991,0.0123,0.23,0.696,181.174,4,4,1,194760,67
In Too Deep,Sum 41,1HNE2PX70ztbEl6MLxrpNL,2UCWsnmZEVg9HhnMeKTsim,0qT79UgT5tY4yudH9VfsdT,punk,0.568,0.844,-5.875,0.0505,0.000189,0,0.0607,0.766,116.046,9,4,1,207093,74
All The Small Things,blink-182,7yCPwWs66K8Ba5lFuU2bcx,5qt11cWjSs5Gbqj2Wyfu38,6FBDaR13swtiWwGhX1WQsP,punk,0.439,0.891,-4.764,0.057,0.0122,0,0.547,0.695,148.599,0,4,1,168000,1
The Kids Aren't Alright,The Offspring,4EchqUKQ3qAQuRNKmeIpnf,2RNTBrSO8U8XjjEj9RVvZ5,5LfGQac0EIXyAN8aUwmNAQ,punk,0.523,0.943,-4.203,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,1,4,1,180160,79
The Anthem,Good Charlotte,0BRHnOFm6sjxN1i9LJrUDu,5CTygC3aONv7l0klY4k3hc,5aYyPjAsLj7UzANzdupwnS,punk,0.494,0.939,-3.127,0.126,0.00666,0,0.139,0.893,177.751,1,4,1,175093,74
